city_name,latitude,longitude,country
Novo-Voznesenovka,48.0731,39.7972,Ukraine
Suffield,41.9945,-72.6789,United States
Szarvas,46.85,20.6,Hungary
Helensburgh,56.0166,-4.7333,United Kingdom
Atacames,0.8667,-79.8333,Ecuador
Graham,36.0596,-79.3892,United States
Mountain House,37.774,-121.5452,United States
North Reading,42.5816,-71.0876,United States
Bad Bentheim,52.3031,7.1597,Germany
Bolotnoye,55.6667,84.4,Russia
Serpa,37.9333,-7.5833,Portugal
Baia-Sprie,47.6608,23.6886,Romania
Elkton,39.6067,-75.8208,United States
Nakanojomachi,36.59,138.8411,Japan
Malta,42.9853,-73.7879,United States
Uchiko,33.5331,132.6581,Japan
Klimavichy,53.6167,31.95,Belarus
Clark,40.6203,-74.3135,United States
Loncoche,-39.3669,-72.6308,Chile
Bohodukhiv,50.1608,35.5164,Ukraine
At-Bashy,41.1725,75.7968,Kyrgyzstan
Kuala Lipis,4.184,102.042,Malaysia
Fate,32.9429,-96.3858,United States
Ipua,-20.4381,-48.0122,Brazil
Port Washington,40.8268,-73.6764,United States
Ban Na Kham,14.0681,101.8125,Thailand
Borborema,-21.62,-49.0739,Brazil
Najasa,21.0836,-77.7472,Cuba
Moritake,40.1017,140.005,Japan
Kunzelsau,49.2833,9.6833,Germany
Riverdale,33.564,-84.4103,United States
Huasca de Ocampo,20.2028,-98.5758,Mexico
Arolsen,51.3778,9.0167,Germany
East Highland Park,37.577,-77.3865,United States
Newberry,40.1286,-76.792,United States
Chubbuck,42.9261,-112.4624,United States
Siemiatycze,52.4272,22.8625,Poland
Dastgerd,32.8019,51.6636,Iran
Weston,53.413,-2.798,United Kingdom
Newton,41.6964,-93.0402,United States
Fullerton,40.6308,-75.4834,United States
Svetogorsk,61.1083,28.8583,Russia
Hemsworth,53.61,-1.35,United Kingdom
Burbage,52.5277,-1.3483,United Kingdom
La Grange,41.6787,-73.8028,United States
Privolzhsk,57.3833,41.2833,Russia
Miami,36.8877,-94.8718,United States
McMinnville,35.6863,-85.7812,United States
Milford,42.8178,-71.6736,United States
Khamir,15.99,43.95,Yemen
Parvomay,42.0994,25.2242,Bulgaria
Longwood,28.7014,-81.3487,United States
Seven Oaks,34.0474,-81.1434,United States
Schriesheim,49.4736,8.6592,Germany
Ludus,46.4778,24.0961,Romania
Ban Ton Pao,18.7591,99.0784,Thailand
Rahden,52.4167,8.6167,Germany
Overland,38.6966,-90.3689,United States
Dunn,35.3113,-78.6129,United States
Narragansett,41.4291,-71.4669,United States
Sovetsk,57.6013,48.9386,Russia
Kinna,57.4954,12.6805,Sweden
Belvedere Park,33.7488,-84.2598,United States
Houghton,47.1119,-88.5672,United States
Uusikaupunki,60.7833,21.4167,Finland
Kawaminami,32.1919,131.5258,Japan
Zelenogradsk,54.95,20.4833,Russia
Abaza,52.65,90.0833,Russia
Phelan,34.4398,-117.5248,United States
Boppard,50.2314,7.5908,Germany
Antrim,39.7863,-77.722,United States
Blackfoot,43.194,-112.3455,United States
Ifrane,33.5333,-5.1167,Morocco
Buford,34.1185,-83.9916,United States
Tasquillo,20.6167,-99.25,Mexico
Lake Geneva,42.5824,-88.4281,United States
Harrison,39.2582,-84.7868,United States
La Grande,45.3243,-118.0865,United States
Genappe,50.6103,4.4497,Belgium
Balassagyarmat,48.0712,19.2937,Hungary
Barwon Heads,-38.25,144.5167,Australia
Neustadt bei Coburg,50.3289,11.1211,Germany
South Fayette,40.3556,-80.1618,United States
Broxbourne,51.7495,-0.0216,United Kingdom
Linguere,15.3833,-15.2167,Senegal
Kanegasaki,39.1956,141.1161,Japan
Farmingville,40.8389,-73.0401,United States
Ober-Ramstadt,49.8333,8.75,Germany
Australind,-33.2792,115.715,Australia
Mainburg,48.65,11.7833,Germany
Colonia Nicolich,-34.8161,-56.0244,Uruguay
Taphan Hin,16.2108,100.4188,Thailand
Jelcz-Laskowice,51.0333,17.3333,Poland
Oshima,33.9275,132.1953,Japan
Groves,29.9457,-93.9164,United States
Pargas,60.3,22.3,Finland
Galanta,48.1914,17.7308,Slovakia
Hofgeismar,51.496,9.3872,Germany
Hermitage,41.2305,-80.4414,United States
Indianola,41.3629,-93.5652,United States
Petersfield,51.0038,-0.9345,United Kingdom
Sale,-38.1,147.0667,Australia
Rio Linda,38.6876,-121.4418,United States
Red Hill,33.7777,-79.0111,United States
Hampton,42.9391,-70.837,United States
Langenau,48.4994,10.1211,Germany
Hartford,43.3223,-88.3782,United States
Holly Springs,34.1685,-84.4845,United States
Glucholazy,50.3131,17.3742,Poland
Kerouane,9.2704,-9.02,Guinea
Hayden,47.768,-116.8039,United States
Middleburg Heights,41.3695,-81.8151,United States
Mount Vernon,38.314,-88.9174,United States
Konarka,19.8878,86.0948,India
Amatitan,20.8333,-103.7167,Mexico
Mendrisio,45.8667,8.9833,Switzerland
Nyunzu,-5.95,28.0167,Congo (Kinshasa)
Fort Carson,38.7403,-104.784,United States
Pulaski,37.0528,-80.7624,United States
Kusnacht,47.3181,8.5825,Switzerland
Cumru,40.2811,-75.9544,United States
Havelock North,-39.6667,176.8833,New Zealand
Great Falls,39.011,-77.3013,United States
Hohenstein-Ernstthal,50.8,12.7167,Germany
Stony Point,41.2592,-74.0112,United States
Thoen,17.6118,99.216,Thailand
Rochedale,-27.5952,153.1233,Australia
Rossville,39.3572,-76.4767,United States
Ashtead,51.31,-0.299,United Kingdom
Wilmington Island,32.0036,-80.9752,United States
Northview,43.0427,-85.6016,United States
Agidel,55.9,53.9333,Russia
Ladson,33.0092,-80.1078,United States
Castro Daire,40.9,-7.9333,Portugal
Obanazawa,38.6008,140.4058,Japan
Mitchell,43.7296,-98.0337,United States
Blaydon,54.963,-1.7187,United Kingdom
Swallownest,53.3623,-1.3251,United Kingdom
Krasnovishersk,60.4,57.0667,Russia
Huckeswagen,51.145,7.3417,Germany
Washington,40.7587,-74.9825,United States
Kulunda,52.5827,78.9473,Russia
Brake,53.3333,8.4833,Germany
Chilcuautla,20.3333,-99.2333,Mexico
Poynton,53.3492,-2.1222,United Kingdom
Eldorado,-24.52,-48.1081,Brazil
Alta,69.9686,23.2714,Norway
Springfield,49.9292,-96.6939,Canada
Nazare,39.6,-9.0667,Portugal
Chipurupalle,18.3,83.5667,India
Forks,40.7358,-75.2211,United States
Grosse Pointe Woods,42.4366,-82.8987,United States
Junin,-11.15,-75.9833,Peru
Lovisa,60.4569,26.225,Finland
Belokurikha,52,84.9833,Russia
Hueytown,33.4237,-87.022,United States
Penacova,40.2667,-8.2667,Portugal
Hilltown,40.3416,-75.2534,United States
Port Pirie,-33.1858,138.0169,Australia
Lower Salford,40.2639,-75.3929,United States
Alamo,37.8546,-122.013,United States
Chitila,44.5172,25.9753,Romania
Bradley,41.1641,-87.8452,United States
Poronaysk,49.2167,143.1,Russia
Markgroningen,48.9047,9.0808,Germany
Tapolca,46.8828,17.4411,Hungary
Blomberg,51.9331,9.0831,Germany
Sarvar,47.2539,16.9353,Hungary
Selb,50.1667,12.1333,Germany
Mackworth,52.9277,-1.5373,United Kingdom
Ribnitz-Damgarten,54.25,12.4667,Germany
Flowing Wells,32.2937,-111.011,United States
Witzenhausen,51.3417,9.8569,Germany
Pequannock,40.9627,-74.3041,United States
Mexborough,53.4992,-1.283,United Kingdom
Pestovo,58.6,35.8167,Russia
Moreau,43.2469,-73.6659,United States
Mindelheim,48.0333,10.4667,Germany
Hugo,45.1671,-92.9588,United States
South Middleton,40.1322,-77.1641,United States
Sao Lourenco da Serra,-23.8528,-46.9428,Brazil
Boksitogorsk,59.4833,33.85,Russia
Englewood,26.9603,-82.3535,United States
Bilopillya,51.1532,34.3025,Ukraine
Sullivan,43.0922,-75.8794,United States
Salyan,28.35,82.1833,Nepal
Alpine,32.8439,-116.7585,United States
Fort Mohave,35.0004,-114.5748,United States
Santa Adelia,-21.2428,-48.8039,Brazil
Masty,53.4,24.5333,Belarus
Lamont,35.2651,-118.9159,United States
Kerman,36.7249,-120.0625,United States
Bitburg,49.9747,6.5256,Germany
Skalica,48.85,17.2333,Slovakia
Tupi Paulista,-21.3808,-51.5708,Brazil
Penrith,54.6648,-2.7548,United Kingdom
Neutraubling,48.9878,12.1964,Germany
Seekonk,41.8379,-71.3174,United States
Gehrden,52.3135,9.6008,Germany
Samobor,45.8011,15.711,Croatia
Itajobi,-21.3178,-49.0539,Brazil
Kushimoto,33.4725,135.7814,Japan
Horw,47.0164,8.3111,Switzerland
Bay Village,41.4851,-81.9315,United States
Kutchan,42.9017,140.7592,Japan
Gardabani,41.45,45.1,Georgia
Richterswil,47.2081,8.7058,Switzerland
Moura,38.1397,-7.4505,Portugal
Bennington,42.8852,-73.2132,United States
Ilha de Mocambique,-15.0367,40.7328,Mozambique
Gantt,34.7837,-82.4027,United States
Landsberg,51.5246,12.1596,Germany
North Hykeham,53.1819,-0.5849,United Kingdom
Meilen,47.2703,8.6411,Switzerland
Weston,44.8905,-89.5487,United States
Cadereyta,20.7,-99.8167,Mexico
Hereford,34.8232,-102.4001,United States
Gaspe,48.8333,-64.4833,Canada
Galion,40.7385,-82.7792,United States
College Park,33.6363,-84.464,United States
El Arenal,20.2167,-98.9167,Mexico
Grovetown,33.4504,-82.2073,United States
Azpeitia,43.1819,-2.2653,Spain
Amlash,37.0975,50.1864,Iran
Pleasanton,28.9643,-98.4957,United States
Nopala de Villagran,20.2528,-99.6433,Mexico
Great Bend,38.3593,-98.8016,United States
Provadia,43.1789,27.4431,Bulgaria
Sillamae,59.3931,27.7742,Estonia
Fujisaki,40.6561,140.5025,Japan
Ratzeburg,53.7017,10.7567,Germany
Elverum,60.8833,11.5667,Norway
Ramechhap,27.326,86.087,Nepal
Burshtyn,49.26,24.635,Ukraine
Teignmouth,50.5515,-3.4886,United Kingdom
Bhimphedi,27.551,85.13,Nepal
Bellair-Meadowbrook Terrace,30.1796,-81.7375,United States
Plainfield,41.6992,-71.8987,United States
Rasnov,45.5931,25.4603,Romania
Sultandagi,38.5333,31.2333,Turkey
Tul'chyn,48.6744,28.8497,Ukraine
Kochkor-Ata,41.0358,72.4814,Kyrgyzstan
Southchase,28.3793,-81.3903,United States
Kenora,49.7667,-94.4833,Canada
Damascus,39.2737,-77.2006,United States
Kok-Janggak,41.0307,73.2058,Kyrgyzstan
Hilchenbach,50.9983,8.1094,Germany
Punata,-17.5469,-65.8367,Bolivia
Skipton,53.962,-2.017,United Kingdom
Vil'nyans'k,47.9445,35.4331,Ukraine
Triunfo,-7.8378,-38.1019,Brazil
Horta,38.5333,-28.6333,Portugal
West Lealman,27.8191,-82.7385,United States
Cowdenbeath,56.11,-3.35,United Kingdom
Leninsk,48.7,45.2,Russia
West Richland,46.3115,-119.3998,United States
Alexandreia,40.6283,22.4454,Greece
Viseu de Sus,47.7111,24.4264,Romania
Ylivieska,64.0722,24.5375,Finland
Cloverly,39.1065,-76.9993,United States
Oldsmar,28.0507,-82.6698,United States
Park City,40.6505,-111.502,United States
Spitak,40.8372,44.2675,Armenia
Washington Court House,39.5383,-83.4279,United States
Turnov,50.5873,15.1569,Czechia
Clifton,53.9721,-1.0979,United Kingdom
Mizil,45,26.4406,Romania
Nishinoomote,30.7325,130.9975,Japan
Tabuse,33.9547,132.0414,Japan
Upper Southampton,40.1723,-75.0362,United States
Zapolyarnyy,69.4167,30.8,Russia
Morwell,-38.2333,146.4,Australia
Uhingen,48.7058,9.5919,Germany
Brooklyn Park,39.217,-76.6174,United States
Tierra Blanca,21.1011,-100.1578,Mexico
Betsukai,43.3942,145.1175,Japan
Berkovitsa,43.2361,23.1258,Bulgaria
Bludenz,47.1533,9.8219,Austria
Neu-Anspach,50.3003,8.5072,Germany
Bad Bramstedt,53.9186,9.8844,Germany
Ibikon,47.0839,8.3431,Switzerland
Lahoysk,54.2,27.85,Belarus
Depew,42.9117,-78.7044,United States
Chaguarama,9.2159,-63.7523,Venezuela
Mariestad,58.705,13.828,Sweden
Aghbal,34.9382,-2.1455,Morocco
Mittweida,50.9856,12.9811,Germany
Iharana,-13.375,50.01,Madagascar
Vandalia,39.879,-84.193,United States
Auriflama,-20.6858,-50.555,Brazil
Mantua,39.7618,-75.1686,United States
Shlisselburg,59.95,31.0333,Russia
Northborough,42.3231,-71.6462,United States
Detva,48.5572,19.4208,Slovakia
Belchertown,42.2787,-72.4004,United States
Ichikawadaimon,35.5653,138.5022,Japan
Tsumeb,-19.25,17.7167,Namibia
Serhetabat,35.2833,62.35,Turkmenistan
Williamstown,39.6874,-74.9786,United States
Whitman,42.08,-70.9399,United States
Cold Lake,54.4642,-110.1825,Canada
Boulder City,35.8407,-114.9257,United States
Novi Pazar,43.35,27.2,Bulgaria
Tall Abyad,36.6975,38.9567,Syria
Thompson,41.6474,-74.6745,United States
Jamestown,46.9063,-98.6936,United States
Pallasovka,50.05,46.8833,Russia
Hewitt,31.452,-97.196,United States
Beech Grove,39.7157,-86.0871,United States
Levoca,49.0228,20.5906,Slovakia
Coto de Caza,33.5961,-117.5862,United States
Tehachapi,35.1274,-118.4749,United States
Buhusi,46.715,26.7042,Romania
Meerane,50.8519,12.4636,Germany
Sisian,39.5208,46.0322,Armenia
Nerchinsk,51.9833,116.5833,Russia
Pugachev,52.0133,48.8025,Russia
Berea,34.8802,-82.4653,United States
Gryazovets,58.8833,40.25,Russia
Sukhinichi,54.1,35.35,Russia
Exeter,42.9901,-70.9646,United States
Drahichyn,52.1833,25.15,Belarus
Radomir,42.5467,22.9642,Bulgaria
Sulphur Springs,33.1421,-95.6124,United States
Astoria,46.1856,-123.8053,United States
Fritzlar,51.1333,9.2667,Germany
Paiania,37.95,23.85,Greece
Kondrovo,54.8064,35.9278,Russia
Kizel,59.05,57.65,Russia
Jisr ez Zarqa,32.5379,34.9122,Israel
Taft,35.1267,-119.4242,United States
Amersham,51.677,-0.603,United Kingdom
Ferndale,48.8525,-122.5893,United States
Namanga,-2.55,36.7833,Kenya
Livingston,37.3875,-120.7248,United States
Vrbovec,45.8833,16.4333,Croatia
Dentsville,34.0754,-80.9546,United States
Warragul,-38.15,145.9333,Australia
Franklin Park,40.5903,-80.0999,United States
Ramsey,41.0595,-74.1454,United States
New Freedom,39.7353,-76.6967,United States
Yankton,42.8901,-97.3926,United States
London,39.8936,-83.4376,United States
Oftringen,47.315,7.9236,Switzerland
Rotenburg an der Fulda,50.995,9.7272,Germany
Skippack,40.2165,-75.419,United States
Ternitz,47.7167,16.0333,Austria
Chegdomyn,51.1178,133.0241,Russia
Pattensen,52.2645,9.7644,Germany
Nioro,15.2304,-9.59,Mali
Salem Lakes,42.5366,-88.1307,United States
Rokycany,49.7428,13.5946,Czechia
Ledyard,41.44,-72.0167,United States
Navashino,55.5333,42.2,Russia
Spenge,52.1331,8.4831,Germany
Jackson,37.3792,-89.6521,United States
Uryzhar,47.1002,81.6048,Kazakhstan
Nevel,56.0167,29.9333,Russia
Summerside,46.4,-63.7833,Canada
Lobau,51.0944,14.6667,Germany
Comox,49.6733,-124.9022,Canada
Karabanovo,56.3089,38.7014,Russia
Wombourn,52.5302,-2.1857,United Kingdom
Azalea Park,28.5473,-81.2956,United States
Yazoo City,32.8618,-90.4067,United States
Mount Washington,38.043,-85.5549,United States
Sylvan Lake,52.3083,-114.0964,Canada
Ivanic-Grad,45.7081,16.3947,Croatia
Grimes,41.6776,-93.7946,United States
Podebrady,50.1425,15.1189,Czechia
Willow Grove,40.1495,-75.1178,United States
Dorfen,48.2667,12.15,Germany
Klasterec nad Ohri,50.3846,13.1714,Czechia
Lalibela,12.0325,39.0433,Ethiopia
Morpeth,55.1675,-1.6908,United Kingdom
Chaparral,32.0442,-106.4061,United States
Guilford,39.8812,-77.601,United States
Ekenas,59.975,23.4361,Finland
Stefanesti,44.8717,24.9527,Romania
Victor,42.9894,-77.4277,United States
Lauchhammer,51.5,13.8,Germany
Novi Iskar,42.8031,23.3436,Bulgaria
Berettyoujfalu,47.2167,21.55,Hungary
Lockhart,28.6271,-81.4354,United States
Campbellsville,37.3446,-85.3511,United States
Muri,46.9319,7.4872,Switzerland
Tolland,41.8786,-72.3648,United States
Usingen,50.334,8.5372,Germany
Broome,-17.9619,122.2361,Australia
Tsivilsk,55.8667,47.4833,Russia
Maqat,47.65,53.3167,Kazakhstan
Danilov,58.1833,40.1833,Russia
Swampscott,42.4757,-70.9068,United States
San Ramon,-11.1296,-75.34,Peru
Cicekdagi,39.6036,34.4158,Turkey
Bedford,38.8602,-86.4895,United States
Yamada,39.4675,141.9489,Japan
Tonawanda,43.0105,-78.8805,United States
Clarksdale,34.1971,-90.5729,United States
Bang Racham,14.8864,100.3235,Thailand
Cambridge,40.0221,-81.5868,United States
Bad Wurzach,47.9094,9.8994,Germany
Pilisvorosvar,47.6211,18.9108,Hungary
Wymondham,52.57,1.116,United Kingdom
Whitewater,42.8372,-88.7341,United States
Shichinohe,40.7447,141.1578,Japan
Tsukawaki,33.2833,131.1514,Japan
Wschowa,51.8,16.3,Poland
Great Baddow,51.719,0.507,United Kingdom
Calera,33.1249,-86.745,United States
Ochakiv,46.6186,31.5392,Ukraine
Budakeszi,47.5111,18.93,Hungary
Ashiya,33.8939,130.6639,Japan
Stein bei Nurnberg,49.4167,11.0167,Germany
Port Augusta,-32.4925,137.7658,Australia
Youngsville,30.0964,-91.9963,United States
Royse City,32.9762,-96.3175,United States
Ardestan,33.3797,52.3725,Iran
Farnborough,51.3591,0.0741,United Kingdom
Versoix,46.2833,6.1667,Switzerland
Hulyaypole,47.6644,36.2632,Ukraine
Pomorie,42.5586,27.6417,Bulgaria
Lauda-Konigshofen,49.5686,9.7039,Germany
Hartsville,34.3676,-80.0833,United States
Worthington,40.0949,-83.021,United States
Penrith,-33.7511,150.6942,Australia
Gland,46.4167,6.2667,Switzerland
Payson,34.2434,-111.3195,United States
Ihtiman,42.4333,23.8167,Bulgaria
Troon,55.54,-4.66,United Kingdom
Nyagatare,-1.2947,30.3272,Rwanda
Mastic,40.8098,-72.8479,United States
Ottweiler,49.4014,7.1634,Germany
Usti nad Orlici,49.9739,16.3937,Czechia
Sanderstead,51.3358,-0.0818,United Kingdom
Kawaii,38.0044,140.0458,Japan
Simleu Silvaniei,47.23,22.8,Romania
Abong Mbang,3.9833,13.1667,Cameroon
Zollikon,47.3422,8.5783,Switzerland
Las Vegas,35.6011,-105.2206,United States
Salida,37.7145,-121.087,United States
Southern Pines,35.1927,-79.404,United States
Goure,13.9874,10.27,Niger
Djanet,24.555,9.4853,Algeria
Forster,-32.1806,152.5117,Australia
Saraland,30.8478,-88.1004,United States
Ipaucu,-23.0569,-49.6267,Brazil
El Dorado,37.8209,-96.8614,United States
Noya,42.785,-8.8878,Spain
Dryden,42.4786,-76.3563,United States
Darlowo,54.4167,16.4167,Poland
Manor,30.3562,-97.5228,United States
Chelsfield,51.3582,0.1278,United Kingdom
Jever,53.5744,7.9008,Germany
Eberbach,49.4667,8.9833,Germany
Paradise Valley,33.5434,-111.9595,United States
Radomyshl,50.4947,29.2333,Ukraine
Holliston,42.1977,-71.445,United States
Pewaukee,43.0701,-88.2411,United States
Lapua,62.9708,23.0069,Finland
Nafplio,37.5667,22.8,Greece
Heswall,53.328,-3.099,United Kingdom
Urbino,43.7252,12.6372,Italy
Priverno,41.4667,13.1833,Italy
North Fayette,40.4204,-80.2246,United States
Mocha,13.3167,43.25,Yemen
Olsberg,51.35,8.4833,Germany
Cadaval,39.25,-9.1,Portugal
Oschatz,51.3003,13.1072,Germany
Villa Yapacani,-17.4028,-63.885,Bolivia
Rio Branco,-32.5969,-53.385,Uruguay
Wilbraham,42.127,-72.4308,United States
Port Orchard,47.5163,-122.661,United States
Mineral Wells,32.8169,-98.0776,United States
Hlucin,49.8979,18.192,Czechia
Pucioasa,45.0742,25.4342,Romania
Santa Branca,-23.3969,-45.8839,Brazil
Breza,44.021,18.261,Bosnia And Herzegovina
Warwick Township,40.2502,-75.0818,United States
Sun Lakes,33.2172,-111.8695,United States
Bosobolo,4.1904,19.88,Congo (Kinshasa)
Sakaki,36.4619,138.1803,Japan
Muscle Shoals,34.7436,-87.6344,United States
Jennings,38.723,-90.2644,United States
Sandersdorf,51.6167,12.2333,Germany
Tlayacapan,18.9556,-98.9811,Mexico
Henderson,32.1576,-94.796,United States
Boa Esperanca do Sul,-21.9925,-48.3908,Brazil
Connersville,39.6581,-85.141,United States
Neustadt an der Donau,48.8,11.7667,Germany
Maxcanu,20.5833,-89.9833,Mexico
Goonellabah,-28.815,153.3178,Australia
Tsimlyansk,47.6467,42.0947,Russia
Ust'-Ordynskiy,52.833,104.7,Russia
Metuchen,40.5424,-74.3628,United States
Kisanuki,31.3447,130.9453,Japan
Hershey,40.2806,-76.6458,United States
Washington Township,39.7494,-77.558,United States
Kearsley,53.53,-2.37,United Kingdom
Grain Valley,39.0168,-94.2085,United States
Milnrow,53.6101,-2.1111,United Kingdom
Bad Camberg,50.3,8.2667,Germany
Tokoroa,-38.22,175.872,New Zealand
Pinhalzinho,-22.78,-46.57,Brazil
Mount Dora,28.8143,-81.6344,United States
Langenselbold,50.1833,9.0333,Germany
Worgl,47.4831,12.0664,Austria
San Juan,10.65,-61.45,Trinidad And Tobago
Windham,42.8076,-71.2994,United States
Orikhiv,47.5677,35.7849,Ukraine
Abony,47.1892,20.0053,Hungary
Branchburg,40.5629,-74.714,United States
Ceres,-29.8833,-61.95,Argentina
Hola Prystan',46.5167,32.5167,Ukraine
Progreso,32.5842,-115.5842,Mexico
West Lincoln,43.0667,-79.5667,Canada
Krasnyy Kut,50.95,46.9667,Russia
Alausi,-2.19,-78.85,Ecuador
Bo'ness,56.0168,-3.6089,United Kingdom
Schneeberg,50.5942,12.6456,Germany
Warrington,30.3821,-87.2944,United States
Fraser,42.5388,-82.9496,United States
Rovinj,45.0833,13.6333,Croatia
Beekman,41.6042,-73.6945,United States
Borjomi,41.8333,43.3833,Georgia
Wilsdruff,51.0522,13.5383,Germany
Ulchin,37.002,129.4003,"Korea, South"
Gernsbach,48.7633,8.3342,Germany
Hartselle,34.4391,-86.94,United States
Hot Springs Village,34.6568,-92.9644,United States
Matane,48.85,-67.5333,Canada
Little Falls,40.8762,-74.218,United States
Munsingen,48.4128,9.4953,Germany
Fostoria,41.1601,-83.412,United States
Tenafly,40.9175,-73.9531,United States
Brooks,50.5642,-111.8989,Canada
Royal Kunia,21.4053,-158.0318,United States
Immenstadt im Allgau,47.5667,10.2167,Germany
Tornesch,53.7,9.7167,Germany
Satoraljaujhely,48.3941,21.6561,Hungary
Sai Buri,6.7012,101.6181,Thailand
Sassenberg,51.9897,8.0408,Germany
Jefferson Valley-Yorktown,41.3179,-73.8007,United States
Polyarnyye Zori,67.3658,32.4981,Russia
Cliftonville,51.3881,1.4046,United Kingdom
Ascension,-15.6996,-63.08,Bolivia
Shirebrook,53.2048,-1.2197,United Kingdom
Dippoldiswalde,50.8933,13.6667,Germany
Middlewich,53.192,-2.443,United Kingdom
Thibodaux,29.7941,-90.8163,United States
Brandermill,37.434,-77.6522,United States
Sainte-Anne-des-Plaines,45.7617,-73.8204,Canada
South Venice,27.0434,-82.4152,United States
Bradley Gardens,40.5711,-74.6678,United States
Washington,38.5514,-91.0151,United States
San Andres Timilpan,19.8667,-99.7333,Mexico
Port Hedland,-20.31,118.6011,Australia
Manorville,40.8575,-72.7915,United States
Chudovo,59.1281,31.6592,Russia
Hettstedt,51.6333,11.5,Germany
Pazar,40.2759,36.2832,Turkey
Det Udom,14.906,105.0784,Thailand
Hanover,42.1224,-70.8566,United States
Hanover,40.8197,-74.4287,United States
Robbinsdale,45.0261,-93.3332,United States
Valday,57.9667,33.25,Russia
Pak Thong Chai,14.7302,102.0263,Thailand
North Strabane,40.2279,-80.1488,United States
East Bridgewater,42.0352,-70.9424,United States
Iona,26.516,-81.9601,United States
Clewiston,26.7529,-80.9399,United States
Feldkirchen,46.7236,14.0919,Austria
Zolote,48.6833,38.5167,Ukraine
Markdorf,47.7208,9.3917,Germany
Abadla,31.0171,-2.7333,Algeria
Warren,41.8433,-79.1445,United States
Chippewa Falls,44.9358,-91.3902,United States
Lakinsk,56.0169,39.9494,Russia
West Nipissing / Nipissing Ouest,46.3667,-79.9167,Canada
Kadena,26.3617,127.7553,Japan
Uslar,51.6597,9.6358,Germany
Ocean View,38.5355,-75.0984,United States
Lebanon,37.6717,-92.6603,United States
Cienega de Flores,25.95,-100.1833,Mexico
Forest City,28.6619,-81.4443,United States
Malone,44.7957,-74.2857,United States
Yakhroma,56.2833,37.4833,Russia
Midlothian,41.6254,-87.7243,United States
Estremoz,38.8422,-7.5881,Portugal
Medvezhyegorsk,62.9171,34.4569,Russia
Glasgow,39.6015,-75.7474,United States
Koundara,12.48,-13.296,Guinea
Coronel Bogado,-27.17,-56.25,Paraguay
Jacksonville,31.9642,-95.2617,United States
Bua Yai,15.5858,102.4337,Thailand
Cisnadie,45.7128,24.1508,Romania
Schwabmunchen,48.1789,10.755,Germany
Lebedyn,50.5831,34.4823,Ukraine
Mountain Home,36.3348,-92.3846,United States
Korneuburg,48.3453,16.3331,Austria
Svetlogorsk,54.9333,20.15,Russia
Sines,37.9536,-8.8712,Portugal
Frankenberg,50.9108,13.0378,Germany
Camden,34.2565,-80.6087,United States
St. Simons,31.1774,-81.3857,United States
Kashin,57.36,37.6039,Russia
California,38.2969,-76.4949,United States
Matican,42.6449,21.1918,Kosovo
Otopeni,44.55,26.07,Romania
Rosemere,45.6369,-73.8,Canada
Lubsko,51.7877,14.9724,Poland
Toppenish,46.3806,-120.3123,United States
Kouroussa,10.653,-9.892,Guinea
Douglas,31.5065,-82.8543,United States
Raydah,15.8233,44.0386,Yemen
Almoloya de Alquisiras,18.85,-99.85,Mexico
Hampton Bays,40.8692,-72.5227,United States
Eastham,53.313,-2.962,United Kingdom
Santiago Ixtayutla,16.5667,-97.65,Mexico
Black Forest,39.0608,-104.6752,United States
Vinto,-17.3972,-66.3136,Bolivia
Mill Valley,37.9085,-122.5421,United States
Chalfont Saint Peter,51.607,-0.556,United Kingdom
Pomfret,42.4029,-79.3534,United States
Hollins,37.3434,-79.9535,United States
Furukawamen,33.2383,129.6506,Japan
Quakenbruck,52.6772,7.9575,Germany
Tamaqua,40.8033,-75.9344,United States
Taruma,-22.7469,-50.5769,Brazil
Bickley,51.4003,0.0466,United Kingdom
Mistassini,48.8229,-72.2154,Canada
Destin,30.395,-86.4701,United States
Robbinsville,40.222,-74.591,United States
Red Wing,44.5816,-92.6036,United States
Amriswil,47.5497,9.3,Switzerland
Ocher,57.8833,54.7167,Russia
Kamigori,34.8736,134.3561,Japan
Kivertsi,50.8331,25.4614,Ukraine
Maridi,4.9151,29.4769,South Sudan
Zherdevka,51.8333,41.4667,Russia
Chodov,50.2415,12.7534,Czechia
Wittstock,53.1636,12.4856,Germany
Venev,54.35,38.2667,Russia
Murrhardt,48.9794,9.5783,Germany
West Boldon,54.9447,-1.4409,United Kingdom
Ad Dab`ah,31.0338,28.4333,Egypt
Puspokladany,47.3197,21.1139,Hungary
Torquay,-38.3333,144.3167,Australia
Lewisville,36.103,-80.4164,United States
Kaoma,-14.7796,24.8,Zambia
Hooksett,43.0709,-71.4365,United States
Bad Ischl,47.7115,13.6239,Austria
Eppstein,50.1401,8.392,Germany
East Wenatchee,47.4174,-120.2822,United States
Lindenhurst,42.4175,-88.0257,United States
New Paltz,41.7577,-74.0883,United States
Tako,35.7356,140.4678,Japan
Phillipsburg,40.6895,-75.1821,United States
North Branford,41.3645,-72.7769,United States
Biatorbagy,47.4742,18.8236,Hungary
Covington,33.6049,-83.8465,United States
Piquete,-22.6136,-45.1761,Brazil
Rincon,32.2947,-81.2353,United States
Caln,40.0014,-75.7618,United States
Taos,36.3871,-105.5804,United States
Marchtrenk,48.1917,14.1106,Austria
Glenn Dale,38.9833,-76.804,United States
